gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B-cells	Endothelial	Fibroblast	Macrophages	Neuron	RBC	T-cells	Unknown	VSMC
FZD1	Q9UP38	False	FZD1_HUMAN		CPI-SS0E4DE8215	0.0	0.064	0.192	0.0	0.297	0.0	0.004	0.0	0.091
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS01C2BA5C8	0.0	0.0	0.336	0.0	0.0	0.0	0.0	0.0	0.087
FZD2	Q14332	False	FZD2_HUMAN		CPI-SS02C418D99	0.0	0.0	0.336	0.0	0.0	0.0	0.0	0.0	0.087
SLAMF1	Q13291	False	SLAF1_HUMAN		CPI-SS0097929A7	0.124	0.0	0.0	0.0	0.0	0.004	0.267	0.0	0.0
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0C56C483F	0.0	0.0	0.43	0.0	0.43	0.0	0.0	0.0	0.187
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.0	0.0	0.43	0.0	0.43	0.0	0.0	0.0	0.187
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0E7CBFD03	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS002673EFE	0.0	0.008	0.013	0.0	0.0	0.0	0.006	0.0	0.017
FZD3	Q9NPG1	False	FZD3_HUMAN		CPI-SS0F26BB901	0.0	0.008	0.013	0.0	0.0	0.0	0.006	0.0	0.017
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS073F3FAD5	0.0	0.015	0.081	0.0	0.0	0.0	0.0	0.0	0.011
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0AD0ED887	0.009	0.215	0.079	0.049	0.0	0.0	0.186	0.0	0.0
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.0	0.012	0.05	0.0	0.651	0.0	0.0	0.0	0.06
FGF7	P21781	False	FGF7_HUMAN		CPI-SS07833475A	0.0	0.0	0.136	0.0	0.0	0.0	0.0	0.0	0.026
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0649EA05F	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	0.0	0.077	0.196	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	0.0	0.077	0.196	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.0	0.077	0.196	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	0.0	0.077	0.196	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0816A4ED4	0.0	0.077	0.196	0.0	0.0	0.0	0.0	0.0	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	0.0	0.077	0.196	0.0	0.0	0.0	0.0	0.0	0.0
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	1.001	0.008	0.0	0.424	0.0	0.0	0.021	0.763	0.0
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02E314589	0.0	0.015	0.088	0.0	0.0	0.0	0.0	0.0	0.144
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02C29C238	0.0	0.015	0.088	0.0	0.0	0.0	0.0	0.0	0.144
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS03F821467	0.0	0.015	0.088	0.0	0.0	0.0	0.0	0.0	0.144
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0658257AC	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	0.13	0.035	0.05	0.023	0.0	0.0	0.045	0.0	0.041
SMO	Q99835	False	SMO_HUMAN		CPI-SS0A69F13A3	0.0	0.033	0.129	0.0	0.0	0.0	0.0	0.0	0.023
SMO	Q99835	False	SMO_HUMAN		CPI-SS016B7C7D6	0.0	0.033	0.129	0.0	0.0	0.0	0.0	0.0	0.023
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS0C2561156	0.0	0.373	0.372	0.011	0.0	0.0	0.0	0.0	0.895
FZD4	Q9ULV1	False	FZD4_HUMAN		CPI-SS01469637C	0.0	0.373	0.372	0.011	0.0	0.0	0.0	0.0	0.895
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.333	0.193	0.459	0.294	1.009	0.005	0.231	0.763	0.142
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.333	0.193	0.459	0.294	1.009	0.005	0.231	0.763	0.142
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0FB5FE587	0.013	0.037	0.003	0.0	0.0	0.0	0.007	0.0	0.067
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS0837E9F59	0.013	0.037	0.003	0.0	0.0	0.0	0.007	0.0	0.067
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS047232C64	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.491
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0B99F22A2	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.491
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0938C6980	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.491
PTN	P21246	False	PTN_HUMAN		CPI-SS0BFB29A42	0.0	0.104	0.009	0.0	1.263	0.0	0.009	0.0	1.581
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.148	0.084	0.0	0.026	0.297	0.0	0.225	0.0	0.0
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS06AA638A8	0.148	0.084	0.0	0.026	0.297	0.0	0.225	0.0	0.0
SEMA4G	Q9NTN9	False	SEM4G_HUMAN		CPI-SS0C0A61F92	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0EBA5A4D8	0.0	1.36	0.0	0.0	0.0	0.005	0.0	0.0	0.0
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0C03F7CDC	0.0	1.36	0.0	0.0	0.0	0.005	0.0	0.0	0.0
LTBR	P36941	False	TNR3_HUMAN		CPI-SS03156A825	0.019	0.467	0.505	0.231	0.665	0.0	0.0	0.0	0.404
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0110361CB	0.127	0.005	0.005	0.0	0.0	0.0	0.401	0.0	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0C28FEC7D	0.127	0.005	0.005	0.0	0.0	0.0	0.401	0.0	0.0
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS08330207B	0.127	0.005	0.005	0.0	0.0	0.0	0.401	0.0	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.0	0.015	0.006	0.015	0.0	0.0	0.005	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS046F6F0C1	0.0	0.238	0.004	0.018	0.0	0.0	0.0	0.0	0.195
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS09CA492BA	0.0	0.201	0.167	0.0	0.0	0.004	0.0	0.0	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0762B455F	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0008137B6	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0
CXCL16	Q9H2A7	False	CXL16_HUMAN		CPI-SS00F282936	0.0	0.19	0.222	0.994	0.0	0.004	0.0	0.0	0.074
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0AFE077D8	0.098	0.007	0.013	0.178	0.0	0.025	1.639	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS03165AD8C	0.0	0.239	0.015	0.165	0.0	0.0	0.0	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0AE4CF4E7	0.032	0.069	0.015	0.0	0.0	0.052	2.724	0.763	0.071
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0ADA38C78	0.0	0.094	0.006	0.192	0.0	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS08B91FD2A	0.0	0.094	0.006	0.192	0.0	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0CBA3DA0D	0.0	0.094	0.006	0.192	0.0	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0B186A32C	0.0	0.094	0.006	0.192	0.0	0.0	0.0	0.0	0.0
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0638E0E29	0.0	0.094	0.006	0.192	0.0	0.0	0.0	0.0	0.0
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0D34B5517	0.0	0.005	0.023	0.0	0.0	0.0	0.0	0.0	0.019
CCL27	Q9Y4X3	False	CCL27_HUMAN		CPI-SS0B2979A10	0.0	0.005	0.023	0.0	0.0	0.0	0.0	0.0	0.019
CCL18	P55774	False	CCL18_HUMAN		CPI-SS041751A4D	1.402	0.006	0.012	0.76	0.0	0.031	1.179	1.49	0.03
SELL	P14151	False	LYAM1_HUMAN		CPI-SS08920B6FF	1.265	0.0	0.005	0.035	0.0	0.0	0.296	0.763	0.0
CXCR4	P61073	False	CXCR4_HUMAN		CPI-SS0A28DCA72	2.325	0.037	0.009	0.488	0.0	0.004	0.994	2.426	0.03
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS053613259	0.0	0.0	0.0	0.06	1.14	0.0	0.033	0.0	0.0
LSR	Q86X29	False	LSR_HUMAN		CPI-SS0708FE6FF	0.045	0.326	0.0	0.0	0.0	0.0	0.005	0.0	0.0
NETO2	Q8NC67	False	NETO2_HUMAN		CPI-SS0E075E5AF	0.017	0.093	0.005	0.0	0.0	0.0	0.0	0.0	0.0
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS02572E1EF	0.0	0.005	0.125	0.021	0.0	0.0	0.015	0.0	0.0
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0057AB387	0.0	0.005	0.125	0.021	0.0	0.0	0.015	0.0	0.0
LGR6	Q9HBX8	False	LGR6_HUMAN		CPI-SS0E5397537	0.0	0.0	0.003	0.0	0.0	0.0	0.009	0.0	0.0
LGR6	Q9HBX8	False	LGR6_HUMAN		CPI-SS0EB5364D4	0.0	0.0	0.003	0.0	0.0	0.0	0.009	0.0	0.0
BAG6	P46379	False	BAG6_HUMAN		CPI-SS027AFFC0E	0.182	0.193	0.222	0.093	0.0	0.062	0.143	0.763	0.297
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	0.069	0.102	0.089	0.07	0.0	0.009	0.032	0.0	0.062
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	0.0	0.219	0.071	0.172	0.0	0.0	0.108	0.0	0.241
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0BAB460FF	0.0	0.694	0.068	0.028	0.43	0.004	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.009	1.237	0.023	0.482	0.0	0.0	0.007	0.0	0.123
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0B9E8C0DE	0.009	1.237	0.023	0.482	0.0	0.0	0.007	0.0	0.123
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.01	0.221	0.14	0.006	0.0	0.0	0.014	0.0	0.039
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0111AAD26	0.01	0.221	0.14	0.006	0.0	0.0	0.014	0.0	0.039
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.01	0.221	0.14	0.006	0.0	0.0	0.014	0.0	0.039
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0F21D6CA0	0.01	0.221	0.14	0.006	0.0	0.0	0.014	0.0	0.039
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0470AF83E	0.01	0.221	0.14	0.006	0.0	0.0	0.014	0.0	0.039
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.01	0.221	0.14	0.006	0.0	0.0	0.014	0.0	0.039
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.0	0.853	0.094	0.007	0.0	0.0	0.0	0.0	0.105
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.0	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.023
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS05E6D620E	0.0	0.03	0.015	0.0	0.0	0.0	0.0	0.0	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS09F973C1A	0.0	0.03	0.015	0.0	0.0	0.0	0.0	0.0	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS041888D39	0.0	0.03	0.015	0.0	0.0	0.0	0.0	0.0	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0EDD4928A	0.016	0.0	0.011	0.033	0.0	0.0	0.0	0.0	0.385
PSAP	P07602	False	SAP_HUMAN		CPI-SS0AB647854	0.491	1.658	1.636	2.699	2.555	0.06	0.482	0.763	1.38
PSAP	P07602	False	SAP_HUMAN		CPI-SS082900482	0.491	1.658	1.636	2.699	2.555	0.06	0.482	0.763	1.38
IL16	Q14005	False	IL16_HUMAN		CPI-SS0D529E576	0.566	0.053	0.124	0.133	0.0	0.0	0.445	0.0	0.047
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS079DDF890	0.0	0.026	0.026	0.0	0.0	0.0	0.242	0.0	0.015
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS0B0CF0EDF	0.0	0.026	0.026	0.0	0.0	0.0	0.242	0.0	0.015
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	0.057	0.231	0.168	0.0	0.0	0.0	0.044	0.0	0.345
GPRC5B	Q9NZH0	False	GPC5B_HUMAN		CPI-SS08A819670	0.0	0.216	0.219	0.018	0.338	0.0	0.008	0.0	0.031
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	0.0	0.325	0.0	0.0	0.0	0.0	0.0	0.0	0.023
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS02371A6D6	0.0	0.0	0.169	0.0	0.0	0.0	0.005	0.0	0.0
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0C694CB44	0.0	0.03	0.0	0.0	0.673	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS082AD7B6A	0.0	0.07	0.383	0.0	0.0	0.0	0.0	0.0	0.049
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS02B567BC7	0.006	0.009	0.01	0.0	0.0	0.0	0.0	0.0	0.0
FAM3B	P58499	False	FAM3B_HUMAN		CPI-SS0A4EE6FE1	0.018	0.0	0.0	0.044	0.0	0.0	0.0	0.0	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0A874F65F	0.0	0.206	0.063	0.0	0.0	0.0	0.0	0.0	0.09
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.145	0.089	0.068	0.235	0.0	0.0	0.353	0.0	0.033
NTRK3	Q16288	False	NTRK3_HUMAN		CPI-SS05162C56B	0.0	0.0	0.299	0.0	0.43	0.0	0.006	0.0	0.113
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS065F7DA2A	0.029	0.0	0.0	0.192	0.0	0.0	0.0	0.0	0.0
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS09A3FA737	0.029	0.0	0.0	0.192	0.0	0.0	0.0	0.0	0.0
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.0	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E273233	0.042	0.103	0.035	0.129	0.0	0.004	0.121	0.0	0.14
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS079728E8B	0.042	0.103	0.035	0.129	0.0	0.004	0.121	0.0	0.14
AGTR1	P30556	False	AGTR1_HUMAN		CPI-SS05996C8FD	0.0	0.0	0.351	0.0	0.0	0.0	0.006	0.0	0.322
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0C6448B94	0.104	0.185	0.023	0.256	0.532	0.004	0.032	0.0	0.015
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS0186F8AED	0.0	0.012	0.006	0.0	0.0	0.0	0.0	0.0	0.067
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS0BCCDFA7A	0.0	0.012	0.006	0.0	0.0	0.0	0.0	0.0	0.067
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.01	0.0	0.058	0.0	0.0	0.0	0.011	0.0	0.042
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS047CD2E9F	0.0	0.0	0.0	0.011	0.0	0.0	0.034	0.0	0.0
AXL	P30530	False	UFO_HUMAN		CPI-SS0C85BC9AF	0.0	0.023	0.885	0.338	0.712	0.0	0.007	0.0	0.482
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.0	0.011	0.01	0.0	0.573	0.0	0.0	0.0	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.0	0.127	0.588	0.007	0.338	0.009	0.06	0.0	0.242
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS0DFA98A14	0.0	0.0	0.01	0.0	0.476	0.0	0.0	0.0	0.146
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	0.155	0.031	0.005	0.284	0.0	0.007	0.532	0.763	0.0
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.26	0.0	0.0	0.073	0.0	0.0	0.008	0.0	0.0
MRC1	P22897	False	MRC1_HUMAN		CPI-SS0822AEF5F	0.0	0.382	0.009	0.968	0.0	0.0	0.007	0.0	0.0
HGF	P14210	False	HGF_HUMAN		CPI-SS07F60834D	0.0	0.091	0.07	0.025	0.0	0.004	0.033	0.0	0.282
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.009	0.025	0.004	0.132	0.0	0.0	0.124	0.0	0.0
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.0	0.028	0.441	0.0	0.0	0.0	0.0	0.0	0.076
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.071	0.0	0.022	0.839	0.0	0.0	0.015	0.0	0.0
KITLG	P21583	False	SCF_HUMAN		CPI-SS02D7A1DDE	0.0	0.14	0.164	0.01	0.235	0.0	0.007	0.0	0.584
KITLG	P21583	False	SCF_HUMAN		CPI-SS0EDAE16B6	0.0	0.14	0.164	0.01	0.235	0.0	0.007	0.0	0.584
CD80	P33681	False	CD80_HUMAN		CPI-SS07327E587	0.0	0.012	0.015	0.073	0.0	0.0	0.178	0.0	0.042
CD80	P33681	False	CD80_HUMAN		CPI-SS0320FFAFC	0.0	0.012	0.015	0.073	0.0	0.0	0.178	0.0	0.042
CD86	P42081	False	CD86_HUMAN		CPI-SS077D7365D	0.043	0.0	0.0	0.271	0.0	0.004	0.027	0.0	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS0B0E09B1C	0.043	0.0	0.0	0.271	0.0	0.004	0.027	0.0	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS0EB5AEC83	0.0	0.104	0.403	0.0	0.0	0.0	0.0	0.0	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.0	0.104	0.403	0.0	0.0	0.0	0.0	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS087321EB5	0.019	0.0	0.0	0.0	0.0	0.025	0.012	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	0.019	0.0	0.0	0.0	0.0	0.025	0.012	0.0	0.0
NPPC	P23582	False	ANFC_HUMAN		CPI-SS0A1864A37	0.0	0.086	0.004	0.0	0.0	0.0	0.0	0.0	0.0
NPPC	P23582	False	ANFC_HUMAN		CPI-SS0EB4002A2	0.0	0.086	0.004	0.0	0.0	0.0	0.0	0.0	0.0
NPPC	P23582	False	ANFC_HUMAN		CPI-SS06B94F144	0.0	0.086	0.004	0.0	0.0	0.0	0.0	0.0	0.0
OSTN	P61366	False	OSTN_HUMAN		CPI-SS05F0AFA81	0.009	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.036
SIGLEC1	Q9BZZ2	False	SN_HUMAN		CPI-SS02A170A99	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0F972435E	0.0	0.04	0.163	0.006	0.0	0.0	0.007	0.0	0.049
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0273C9AED	0.0	0.04	0.163	0.006	0.0	0.0	0.007	0.0	0.049
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.062	0.024	0.208	0.149	2.38	0.0	0.03	0.0	0.032
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS0D0252D87	0.0	0.005	0.008	0.044	0.0	0.0	0.052	0.0	0.021
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS03A4F7DC8	0.052	1.741	2.775	0.678	0.235	0.018	0.078	0.0	0.335
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.052	1.741	2.775	0.678	0.235	0.018	0.078	0.0	0.335
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0415CC75D	0.052	1.741	2.775	0.678	0.235	0.018	0.078	0.0	0.335
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS0D8148841	0.0	0.026	0.026	0.0	0.0	0.0	0.0	0.0	0.0
FLT3LG	P49771	False	FLT3L_HUMAN		CPI-SS076FEB261	0.095	0.098	0.121	0.026	0.0	0.004	0.244	0.0	0.057
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	0.008	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS07D56EB05	0.038	0.181	2.145	0.019	2.458	0.004	0.007	0.0	1.912
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS032E9A219	0.0	0.125	0.058	0.0	0.0	0.0	0.0	0.0	0.012
ANGPT1	Q15389	False	ANGP1_HUMAN		CPI-SS0B337B316	0.0	0.0	0.143	0.207	0.0	0.0	0.006	0.0	0.185
ANGPT4	Q9Y264	False	ANGP4_HUMAN		CPI-SS00BBA318F	0.012	0.0	0.174	0.0	0.0	0.0	0.01	0.0	0.0
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.0	0.004	0.03	0.0	0.869	0.0	0.0	0.0	0.367
EDA2R	Q9HAV5	False	TNR27_HUMAN		CPI-SS00797FD15	0.0	0.006	0.01	0.0	0.0	0.0	0.0	0.0	0.0
EDAR	Q9UNE0	False	EDAR_HUMAN		CPI-SS05A8552D7	0.0	0.0	0.039	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF18	Q9Y5U5	False	TNR18_HUMAN		CPI-SS0FF51A757	0.0	0.02	0.0	0.02	0.0	0.012	0.524	1.49	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.0	0.286	0.17	0.017	0.0	0.0	0.0	0.0	0.091
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.0	0.286	0.17	0.017	0.0	0.0	0.0	0.0	0.091
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.0	0.286	0.17	0.017	0.0	0.0	0.0	0.0	0.091
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.0	0.286	0.17	0.017	0.0	0.0	0.0	0.0	0.091
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.0	0.286	0.17	0.017	0.0	0.0	0.0	0.0	0.091
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.0	0.286	0.17	0.017	0.0	0.0	0.0	0.0	0.091
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.0	0.286	0.17	0.017	0.0	0.0	0.0	0.0	0.091
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.0	0.286	0.17	0.017	0.0	0.0	0.0	0.0	0.091
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.0	0.645	0.418	0.144	0.235	0.0	0.037	0.0	0.289
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.0	0.645	0.418	0.144	0.235	0.0	0.037	0.0	0.289
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.0	0.645	0.418	0.144	0.235	0.0	0.037	0.0	0.289
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.0	0.645	0.418	0.144	0.235	0.0	0.037	0.0	0.289
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.0	0.645	0.418	0.144	0.235	0.0	0.037	0.0	0.289
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.0	0.645	0.418	0.144	0.235	0.0	0.037	0.0	0.289
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.0	0.645	0.418	0.144	0.235	0.0	0.037	0.0	0.289
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.0	0.645	0.418	0.144	0.235	0.0	0.037	0.0	0.289
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.0	0.645	0.418	0.144	0.235	0.0	0.037	0.0	0.289
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1B_BMPR2	CPI-CS08109C435	0.0	0.645	0.418	0.144	0.235	0.0	0.037	0.0	0.289
